Chr	Cluster_Pos	Num_Reads	Most_Common_Flag	Orientation	Soft_Clips
3	14216161	5	83	Unknown	left:5
3	14216191	50	99	Forward	right:35, left:10, both:5
3	14216204	20	99	Reverse	left:5, right:10, both:5
3	14216211	30	99	Reverse	left:30
3	14216221	20	99	Unknown	both:20
3	14216235	5	83	Unknown	right:5
3	14216243	10	163	Unknown	left:10
3	14216255	290	147	Forward	left:270, both:20
3	14216269	120	83	Forward	left:75, right:40, both:5
3	14216298	545	83	Forward	left:230, both:60, right:255
3	14216338	375	147	Forward	right:325, left:20, both:30
3	14216421	5	163	Unknown	right:5
3	14216459	5	147	Unknown	right:5
3	14216470	30	83	Forward	right:25, left:5
3	14216487	5	83	Unknown	right:5
3	14216501	40	83	Uncertain or multiple	right:10, left:25, both:5
3	14216524	95	147	Uncertain or multiple	right:35, left:50, both:10
3	14216546	70	83	Forward	both:15, right:30, left:25
3	14216560	5	83	Unknown	right:5
3	14216623	10	147	Unknown	left:10
3	14216648	5	83	Unknown	both:5
3	14216699	5	83	Unknown	right:5
3	14216715	15	83	Uncertain or multiple	left:10, both:5
3	14216787	10	147	Reverse	left:10
3	14216869	10	147	Unknown	right:10
3	14216947	5	177	Unknown	left:5
3	14217208	5	163	Unknown	left:5
3	14217312	5	147	Unknown	right:5
3	14217329	5	97	Unknown	right:5
3	14217510	5	83	Unknown	left:5
3	14217701	15	147	Unknown	left:15
3	14218031	5	177	Unknown	both:5
3	14218050	15	129	Unknown	right:15
3	14218061	15	163	Unknown	right:15
3	14218074	5	163	Unknown	right:5
3	14218084	10	163	Uncertain or multiple	right:5, both:5
3	14218092	10	99	Uncertain or multiple	right:10
3	14218102	10	163	Unknown	right:5, left:5
3	14218110	20	163	Unknown	both:10, right:10
3	14218119	5	163	Unknown	left:5
3	14218135	45	99	Uncertain or multiple	right:25, both:20
3	14218152	70	99	Uncertain or multiple	left:65, both:5
3	14218208	5	163	Unknown	right:5
3	14218219	15	99	Unknown	both:5, right:5, left:5
3	14218235	5	163	Unknown	left:5
3	14218247	15	163	Uncertain or multiple	left:10, right:5
3	14218255	5	163	Unknown	left:5
3	14218266	30	147	Forward	left:15, right:10, both:5
3	14218287	5	163	Unknown	left:5
3	14218293	5	99	Unknown	right:5
3	14218304	5	163	Unknown	left:5
3	14218310	10	83	Forward	left:10
3	14218321	5	161	Unknown	right:5
3	14218327	5	163	Unknown	right:5
3	14218356	25	147	Reverse	left:20, right:5
3	14218370	300	83	Forward	right:275, both:25
3	14218392	15	147	Reverse	left:5, right:10
3	14218403	20	83	Uncertain or multiple	right:20
3	14218439	5	83	Unknown	both:5
3	14218451	5	83	Unknown	right:5
3	14218474	25	147	Forward	right:15, both:10
3	14218483	5	147	Unknown	right:5
3	14218519	5	147	Unknown	left:5
3	14218543	10	97	Unknown	right:10
3	14218554	20	147	Uncertain or multiple	right:5, both:10, left:5
3	14218581	5	99	Unknown	right:5
3	14218589	10	163	Forward	both:5, right:5
3	14218600	20	147	Unknown	right:20
3	14218661	35	83	Uncertain or multiple	both:5, left:25, right:5
3	14218705	5	99	Unknown	left:5
3	14218719	15	99	Uncertain or multiple	left:15
3	14218727	15	163	Uncertain or multiple	left:15
3	14218740	15	97	Unknown	left:5, right:10
3	14218752	40	99	Uncertain or multiple	left:15, both:25
3	14218762	50	163	Forward	both:15, left:35
3	14218955	15	147	Unknown	both:5, right:10
3	14218967	10	163	Unknown	right:10
3	14218980	230	163	Forward	right:35, left:175, both:20
3	14219008	30	163	Reverse	both:15, right:15
3	14219023	40	163	Forward	both:25, left:5, right:10
3	14219038	5	83	Unknown	right:5
3	14219046	5	83	Unknown	right:5
3	14219052	5	99	Unknown	right:5
3	14219061	5	163	Unknown	right:5
3	14219070	15	147	Unknown	left:15
3	14219090	25	163	Reverse	right:20, both:5
3	14219147	5	83	Unknown	left:5
3	14219166	225	83	Uncertain or multiple	right:20, left:160, both:45
3	14219201	15	83	Uncertain or multiple	both:15
3	14219304	5	83	Unknown	right:5
3	14219363	15	147	Unknown	right:10, left:5
3	14219635	30	163	Uncertain or multiple	left:20, right:5, both:5
3	14219667	390	99	Uncertain or multiple	left:290, both:30, right:70
3	14219694	5	163	Unknown	right:5
3	14219711	15	99	Uncertain or multiple	both:15
3	14219743	15	99	Unknown	left:15
3	14219752	40	163	Uncertain or multiple	both:30, left:5, right:5
3	14219766	30	163	Uncertain or multiple	right:10, left:20
3	14219775	10	99	Unknown	left:10
3	14219791	25	163	Uncertain or multiple	right:5, left:20
3	14219809	5	147	Unknown	right:5
3	14219835	95	147	Forward	left:30, both:30, right:35
3	14219848	60	163	Forward	both:30, left:30
3	14219855	70	83	Forward	both:15, left:35, right:20
3	14219888	130	147	Forward	right:100, left:20, both:10
3	14219903	20	83	Reverse	both:5, left:15
3	14219914	5	147	Unknown	right:5
3	14219936	20	147	Reverse	both:5, right:10, left:5
3	14219953	305	147	Forward	left:205, both:45, right:55
3	14219988	115	83	Forward	left:100, both:10, right:5
3	14220027	350	83	Reverse	right:225, both:90, left:35
3	14220078	5	83	Unknown	right:5
3	14220109	10	83	Unknown	left:5, right:5
3	14220183	5	83	Unknown	both:5
3	14220268	10	83	Unknown	left:5, both:5
3	14220334	15	163	Unknown	left:5, both:5, right:5
3	14220445	10	163	Unknown	right:10
3	14220495	55	113	Unknown	left:55
3	14220526	30	145	Uncertain or multiple	right:25, left:5
3	14220537	5	147	Unknown	right:5
3	14220543	40	147	Reverse	left:5, both:20, right:15
3	14220567	5	83	Unknown	right:5
3	14220574	5	147	Unknown	right:5
3	14220594	10	99	Reverse	right:5, left:5
3	14220609	5	83	Unknown	right:5
3	14220673	15	147	Unknown	left:15
3	14220767	5	83	Unknown	left:5
3	14220928	45	99	Uncertain or multiple	right:10, left:30, both:5
3	14220950	30	99	Uncertain or multiple	right:15, left:15
3	14220971	10	163	Unknown	both:10
3	14220978	25	99	Uncertain or multiple	right:15, left:10
3	14220997	195	163	Uncertain or multiple	left:120, both:25, right:50
3	14221032	20	163	Unknown	right:10, left:10
3	14221040	20	163	Uncertain or multiple	left:5, both:15
3	14221047	10	163	Uncertain or multiple	both:5, right:5
3	14221099	5	99	Unknown	both:5
3	14221108	10	99	Unknown	right:10
3	14221131	5	83	Unknown	right:5
3	14221164	10	147	Unknown	left:5, right:5
3	14221176	35	147	Uncertain or multiple	both:10, left:25
3	14221183	180	83	Forward	left:150, both:25, right:5
3	14221200	5	163	Unknown	left:5
3	14221218	5	83	Unknown	both:5
3	14221403	5	147	Unknown	left:5
3	14221434	5	99	Unknown	left:5
3	14221465	10	163	Uncertain or multiple	right:10
3	14221477	15	163	Forward	right:15
3	14221492	10	99	Unknown	right:10
3	14221505	5	99	Unknown	left:5
3	14221536	5	147	Unknown	left:5
3	14221566	5	163	Unknown	right:5
3	14221574	20	163	Uncertain or multiple	left:20
3	14221590	15	99	Uncertain or multiple	left:15
3	14221604	15	99	Uncertain or multiple	right:15
3	14221617	5	163	Unknown	both:5
3	14221624	115	163	Forward	left:20, right:75, both:20
3	14221670	5	99	Unknown	left:5
3	14221690	35	99	Uncertain or multiple	left:35
3	14221706	40	99	Reverse	right:20, left:20
3	14221727	55	147	Forward	left:35, right:15, both:5
3	14221775	140	163	Forward	both:30, left:105, right:5
3	14221793	30	99	Uncertain or multiple	right:10, left:20
3	14221805	20	99	Reverse	right:20
3	14221818	190	163	Forward	both:15, left:35, right:140
3	14221892	5	147	Unknown	both:5
3	14221907	5	147	Unknown	left:5
3	14221914	10	147	Unknown	right:5, left:5
3	14221924	5	83	Unknown	right:5
3	14221941	5	147	Unknown	right:5
3	14221980	260	147	Forward	right:120, left:130, both:10
3	14221997	20	83	Uncertain or multiple	right:15, both:5
3	14222009	25	83	Uncertain or multiple	left:25
3	14222032	60	147	Forward	right:50, left:10
3	14222042	70	83	Forward	left:40, right:20, both:10
3	14222116	5	99	Unknown	both:5
3	14222212	5	99	Unknown	left:5
3	14222242	5	147	Unknown	both:5
3	14222266	20	99	Forward	right:15, left:5
3	14222276	10	99	Unknown	left:10
3	14222288	80	99	Forward	left:60, both:20
3	14222301	60	99	Unknown	left:25, right:15, both:20
3	14222316	10	99	Reverse	right:10
3	14222327	20	163	Uncertain or multiple	left:10, both:5, right:5
3	14222342	20	83	Unknown	left:5, right:15
3	14222351	15	147	Reverse	right:10, left:5
3	14222383	5	99	Unknown	left:5
3	14222461	5	163	Unknown	left:5
3	14222496	55	97	Forward	left:40, both:5, right:10
3	14222519	155	99	Forward	left:155
3	14222567	480	99	Forward	right:325, left:85, both:70
3	14222593	5	99	Unknown	right:5
3	14222610	10	99	Uncertain or multiple	right:10
3	14222690	5	83	Unknown	left:5
3	14222697	30	83	Reverse	left:30
3	14222710	5	147	Unknown	left:5
3	14222718	10	99	Unknown	left:10
3	14222751	125	147	Forward	left:120, right:5
3	14222758	5	83	Unknown	right:5
3	14222767	20	163	Forward	both:5, left:10, right:5
3	14222785	5	147	Unknown	right:5
3	14222791	50	163	Reverse	both:20, left:20, right:10
3	14222848	10	163	Unknown	both:5, right:5
3	14222869	20	163	Unknown	right:20
3	14222898	15	147	Reverse	right:15
3	14222914	25	147	Forward	right:25
3	14222924	10	177	Unknown	right:10
3	14222952	140	99	Uncertain or multiple	right:80, both:15, left:45
3	14222989	15	99	Unknown	right:10, left:5
3	14223002	110	163	Uncertain or multiple	left:50, both:20, right:40
3	14223021	365	99	Forward	left:230, both:50, right:85
3	14223065	150	163	Forward	both:65, left:80, right:5
3	14223071	260	99	Forward	left:120, both:75, right:65
3	14223092	170	163	Forward	right:135, left:15, both:20
3	14223111	290	99	Forward	left:115, both:35, right:140
3	14223151	20	83	Forward	left:5, right:15
3	14223162	25	65	Forward	right:10, left:10, both:5
3	14223171	5	163	Unknown	left:5
3	14223180	5	83	Unknown	right:5
3	14223193	415	83	Forward	left:325, right:65, both:25
3	14223207	230	83	Forward	left:180, right:20, both:30
3	14223226	20	147	Uncertain or multiple	right:10, left:10
3	14223242	195	83	Forward	right:90, both:55, left:50
3	14223272	415	147	Reverse	both:65, left:70, right:280
3	14223333	5	83	Unknown	left:5
3	14223339	25	83	Uncertain or multiple	left:10, right:15
3	14223391	5	163	Unknown	both:5
3	14223400	5	83	Unknown	right:5
3	14223444	45	99	Uncertain or multiple	both:5, left:30, right:10
3	14223455	75	163	Uncertain or multiple	both:45, left:10, right:20
3	14223472	5	99	Unknown	both:5
3	14223488	120	99	Reverse	left:50, right:60, both:10
3	14223517	5	99	Unknown	right:5
3	14223525	20	147	Unknown	left:20
3	14223543	15	163	Unknown	left:15
3	14223554	20	163	Unknown	right:20
3	14223567	80	163	Uncertain or multiple	both:15, left:40, right:25
3	14223602	5	163	Unknown	left:5
3	14223613	10	163	Unknown	both:10
3	14223657	60	99	Uncertain or multiple	right:25, left:35
3	14223671	850	99	Forward	left:555, both:50, right:245
3	14223710	325	163	Forward	both:65, left:260
3	14223722	80	99	Forward	left:65, right:15
3	14223749	10	99	Unknown	right:10
3	14223775	25	161	Unknown	left:15, right:10
3	14223787	5	83	Unknown	right:5
3	14223793	35	163	Forward	left:15, right:20
3	14223818	10	147	Unknown	left:10
3	14223834	5	83	Unknown	left:5
3	14223840	15	163	Forward	right:5, both:5, left:5
3	14223846	165	83	Reverse	left:85, both:30, right:50
3	14223878	500	147	Forward	left:60, right:425, both:15
3	14223914	5	83	Unknown	right:5
3	14223928	20	147	Forward	left:10, both:5, right:5
3	14223957	115	83	Forward	left:15, right:65, both:35
3	14223974	30	99	Uncertain or multiple	right:25, left:5
3	14223990	5	99	Unknown	both:5
3	14224046	5	83	Unknown	left:5
3	14224063	20	83	Uncertain or multiple	right:10, left:10
3	14224075	5	99	Unknown	left:5
3	14224091	5	163	Unknown	right:5
3	14224100	25	99	Reverse	left:10, both:10, right:5
3	14224116	110	99	Forward	right:60, left:50
3	14224150	10	99	Unknown	right:10
3	14224174	650	163	Forward	right:185, left:340, both:125
3	14224216	150	83	Forward	left:125, both:5, right:20
3	14224238	5	99	Unknown	right:5
3	14224256	10	99	Reverse	left:10
3	14224275	5	83	Unknown	left:5
3	14224285	105	147	Reverse	left:70, right:35
3	14224300	10	147	Unknown	right:10
3	14224317	15	147	Forward	right:5, left:10
3	14224330	85	83	Reverse	left:10, right:75
3	14224499	20	147	Unknown	both:10, left:10
3	14224512	205	147	Reverse	right:90, left:100, both:15
3	14224524	5	147	Unknown	both:5
3	14224532	20	83	Forward	both:5, left:10, right:5
3	14224560	5	163	Unknown	left:5
3	14224566	25	147	Uncertain or multiple	left:15, both:10
3	14224575	55	177	Forward	right:30, both:25
3	14224591	5	99	Unknown	right:5
3	14224636	5	83	Unknown	left:5
3	14224644	5	147	Unknown	right:5
3	14224657	5	83	Unknown	left:5
3	14224665	40	163	Reverse	left:30, both:5, right:5
3	14224679	5	147	Unknown	right:5
3	14224714	10	147	Unknown	left:5, both:5
3	14224725	45	83	Forward	left:35, both:10
3	14224745	5	83	Unknown	left:5
3	14224815	15	99	Uncertain or multiple	left:5, right:10
3	14224830	30	99	Unknown	right:30
3	14224851	35	163	Uncertain or multiple	left:30, right:5
3	14224863	35	163	Unknown	left:15, right:20
3	14224883	20	99	Uncertain or multiple	left:20
3	14224894	70	163	Uncertain or multiple	left:20, right:45, both:5
3	14224912	30	161	Forward	left:5, right:25
3	14224929	5	163	Unknown	right:5
3	14224943	90	99	Forward	right:65, both:20, left:5
3	14224972	10	163	Forward	left:5, both:5
3	14225013	10	163	Forward	left:10
3	14225044	55	83	Forward	left:55
3	14225060	65	83	Uncertain or multiple	right:65
3	14225087	510	83	Reverse	right:145, left:255, both:110
3	14225118	10	97	Unknown	right:10
3	14225147	5	147	Unknown	right:5
3	14225210	10	83	Unknown	left:5, both:5
3	14225229	5	99	Unknown	left:5
3	14227101	5	129	Unknown	right:5
3	14228512	10	99	Reverse	right:5, left:5
3	14229347	10	83	Unknown	right:10
3	14230099	10	163	Unknown	left:10
3	14233438	5	83	Unknown	right:5
3	14235061	10	97	Unknown	right:10
3	14236815	5	163	Unknown	left:5
3	14236863	5	163	Unknown	left:5
3	14242254	10	163	Forward	right:5, left:5
3	14243589	5	147	Unknown	right:5
3	14243940	5	147	Unknown	left:5
3	14250332	10	99	Unknown	left:10
3	14250351	5	147	Unknown	right:5
3	14250727	5	163	Unknown	right:5
3	14250804	5	147	Unknown	left:5
3	14252466	5	163	Unknown	left:5
3	14252664	5	99	Unknown	left:5
3	14254080	5	83	Unknown	right:5
3	14254344	5	99	Unknown	right:5
3	14254364	5	99	Unknown	right:5
3	14261034	10	83	Forward	left:5, right:5
3	14261375	5	83	Unknown	right:5
3	14261995	5	83	Unknown	right:5
3	14262587	10	147	Unknown	right:10
3	14262933	10	163	Forward	right:5, left:5
3	14264054	5	83	Unknown	right:5
3	14266168	10	163	Unknown	right:10
3	14266342	5	83	Unknown	right:5
3	14266744	10	163	Forward	right:5, left:5
3	14271755	5	163	Unknown	right:5
3	14272244	5	83	Unknown	left:5
3	14282235	10	83	Unknown	right:10
3	14282323	5	83	Unknown	right:5
3	14282444	5	83	Unknown	left:5
3	14289482	15	163	Forward	left:10, right:5
3	14290284	10	99	Reverse	right:5, left:5
3	14293039	5	99	Unknown	left:5
3	14294120	15	83	Unknown	right:15
3	14295405	5	65	Unknown	right:5
3	14296201	5	65	Unknown	right:5
3	14296783	5	147	Unknown	left:5
3	14297447	5	163	Unknown	right:5
3	14298298	10	147	Reverse	left:5, right:5
3	14301461	5	99	Unknown	left:5
3	14303738	5	65	Unknown	right:5
3	14305230	5	83	Unknown	left:5
3	14305258	10	83	Unknown	both:5, left:5
3	14305562	5	99	Unknown	right:5
3	14305645	5	163	Unknown	right:5
3	14305844	5	83	Unknown	left:5
3	14306504	5	83	Unknown	right:5
3	14309465	5	163	Unknown	right:5
3	14309592	10	147	Reverse	left:5, right:5
3	14313794	20	145	Unknown	left:20
3	14313831	10	163	Unknown	left:10
3	14313884	5	81	Unknown	left:5
3	14314000	10	163	Forward	right:10
3	14314008	5	83	Unknown	right:5
3	14314039	25	177	Forward	right:25
3	14314072	15	163	Forward	right:15
3	14314084	15	83	Uncertain or multiple	right:15
3	14314172	20	99	Unknown	left:20
3	14314330	50	99	Forward	left:20, both:30
3	14314349	5	99	Unknown	right:5
3	14314356	5	163	Unknown	right:5
3	14314404	5	147	Unknown	right:5
3	14314425	10	163	Forward	both:10
3	14314436	5	147	Unknown	both:5
3	14314516	10	147	Unknown	both:5, left:5
3	14314522	5	83	Unknown	right:5
3	14314545	5	83	Unknown	left:5
3	14314551	5	99	Unknown	right:5
3	14314570	15	163	Forward	both:15
3	14314620	30	99	Unknown	left:30
3	14314669	25	99	Unknown	left:25
3	14314906	20	147	Uncertain or multiple	right:20
3	14314922	5	147	Unknown	right:5
3	14314931	15	147	Unknown	right:15
3	14314940	5	147	Unknown	right:5
3	14314953	15	65	Unknown	right:15
3	14314988	5	161	Unknown	right:5
3	14315014	5	83	Unknown	right:5
3	14317132	25	145	Unknown	left:20, right:5
3	14318282	10	99	Unknown	left:10
3	14321748	5	83	Unknown	right:5
3	14325052	10	99	Reverse	right:5, left:5
3	14326065	5	99	Unknown	left:5
3	14327947	10	147	Reverse	left:5, right:5
3	14337287	5	83	Unknown	left:5
3	14338713	25	163	Uncertain or multiple	left:5, right:20
3	14338872	5	161	Unknown	left:5
3	14338964	15	97	Unknown	right:15
3	14338981	5	147	Unknown	right:5
3	14339006	15	83	Unknown	right:15
3	14339023	5	83	Unknown	both:5
3	14341639	5	177	Unknown	left:5
3	14347050	5	83	Unknown	right:5
3	14347666	5	83	Unknown	right:5
3	14347895	10	163	Forward	right:5, left:5
3	14349316	10	99	Reverse	right:5, left:5
3	14349381	5	99	Unknown	left:5
3	14351158	5	83	Unknown	right:5
3	14351247	5	83	Unknown	right:5
3	14353168	5	163	Unknown	both:5
3	14354000	5	163	Unknown	left:5
3	14354287	5	83	Unknown	left:5
3	14354545	15	163	Uncertain or multiple	both:5, left:10
3	14354570	5	99	Unknown	right:5
3	14354632	15	163	Forward	left:15
3	14354787	5	83	Unknown	both:5
3	14361238	10	99	Unknown	left:10
3	14363899	10	99	Reverse	right:5, both:5
3	14364155	5	163	Unknown	right:5
3	14368063	5	83	Unknown	left:5
3	14368968	10	147	Reverse	left:5, right:5
3	14372632	5	147	Unknown	left:5
3	14374977	5	147	Unknown	left:5
3	14375886	10	99	Unknown	left:10
3	14377035	5	83	Unknown	right:5
3	14379326	5	83	Unknown	right:5
3	14380954	5	83	Unknown	right:5
3	14382860	5	83	Unknown	right:5
3	14384411	5	99	Unknown	left:5
3	14386552	10	99	Reverse	right:5, left:5
3	14387087	10	163	Forward	right:5, left:5
3	14387830	5	83	Unknown	right:5
3	14389346	10	83	Forward	left:5, right:5
3	14392800	5	163	Unknown	left:5
3	14392853	15	129	Unknown	right:15
3	14393041	5	147	Unknown	right:5
3	14393133	5	147	Unknown	both:5
3	14395704	5	83	Unknown	right:5
3	14395971	5	97	Unknown	right:5
3	14395994	5	97	Unknown	right:5
3	14396076	5	81	Unknown	left:5
3	14396216	5	83	Unknown	right:5
3	14396225	15	129	Unknown	right:10, both:5
3	14396361	10	83	Forward	left:5, right:5
3	14404965	5	83	Unknown	left:5
3	14405029	20	147	Reverse	left:10, right:10
3	14405046	5	163	Unknown	right:5
3	14406589	5	163	Unknown	right:5
3	14407747	10	163	Forward	right:5, left:5
3	14408799	10	99	Reverse	right:5, left:5
3	14409703	5	99	Unknown	left:5
3	14412957	10	83	Unknown	right:10
3	14413397	5	163	Unknown	left:5
3	14415588	15	163	Unknown	right:15
3	14415609	5	99	Unknown	right:5
3	14415622	5	99	Unknown	right:5
3	14415663	5	99	Unknown	right:5
3	14416157	5	99	Unknown	right:5
3	14416391	5	83	Unknown	left:5
3	14416529	5	147	Unknown	right:5
3	14418349	5	163	Unknown	right:5
3	14418387	5	83	Unknown	left:5
3	14419421	20	99	Unknown	left:20
3	14420640	5	147	Unknown	both:5
3	14425308	5	99	Unknown	left:5
3	14431335	5	147	Unknown	right:5
3	14436276	5	97	Unknown	right:5
3	14437243	5	145	Unknown	right:5
3	14437635	5	83	Unknown	right:5
3	14437884	10	99	Reverse	right:5, left:5
3	14438456	5	99	Unknown	left:5
3	14439525	10	99	Unknown	left:10
3	14439562	10	163	Uncertain or multiple	left:10
3	14442524	5	83	Unknown	right:5
3	14442583	5	99	Unknown	left:5
3	14442749	10	99	Unknown	left:10
3	14446244	10	99	Reverse	right:5, left:5
3	14446863	35	121	Unknown	both:30, left:5
3	14450787	5	83	Unknown	right:5
3	14454086	5	97	Unknown	right:5
3	14454092	5	81	Unknown	both:5
3	14454098	5	161	Unknown	right:5
3	14454140	5	145	Unknown	right:5
3	14454729	5	99	Unknown	left:5
3	14455814	5	83	Unknown	left:5
3	14456300	5	99	Unknown	left:5
3	14456893	35	99	Uncertain or multiple	left:30, both:5
3	14457443	5	65	Unknown	right:5
3	14457580	10	147	Unknown	right:10
3	14457591	5	147	Unknown	right:5
3	14457607	5	113	Unknown	right:5
3	14457619	5	97	Unknown	right:5
3	14460060	5	99	Unknown	right:5
3	14460135	30	83	Unknown	right:5, left:25
3	14461727	120	137	Unknown	right:25, both:75, left:20
3	14461736	20	163	Forward	right:10, left:10
3	14461785	5	83	Unknown	right:5
3	14461873	15	83	Uncertain or multiple	both:10, right:5
3	14461970	10	99	Unknown	left:10
3	14462150	40	129	Unknown	left:20, both:5, right:15
3	14462198	10	147	Unknown	both:5, right:5
3	14462291	5	113	Unknown	right:5
3	14462297	20	129	Reverse	both:20
3	14462339	5	147	Unknown	left:5
3	14462376	15	99	Uncertain or multiple	both:15
3	14462420	10	147	Unknown	both:10
3	14462537	15	147	Uncertain or multiple	left:5, both:10
3	14462696	5	99	Unknown	left:5
3	14468349	5	163	Unknown	left:5
3	14469747	5	83	Unknown	right:5
3	14470340	5	83	Unknown	left:5
3	14470828	5	163	Unknown	left:5
3	14474735	95	163	Forward	left:85, right:5, both:5
3	14474746	10	121	Unknown	both:5, right:5
3	14474753	5	121	Unknown	right:5
3	14474785	20	163	Uncertain or multiple	right:20
3	14474807	10	163	Forward	right:10
3	14474826	5	121	Unknown	right:5
3	14474926	60	163	Forward	both:60
3	14475105	85	83	Forward	both:85
3	14475111	20	83	Uncertain or multiple	right:20
3	14475129	10	99	Unknown	both:10
3	14475159	15	163	Forward	both:10, right:5
3	14475320	20	163	Uncertain or multiple	both:15, left:5
3	14475430	135	83	Forward	left:105, both:30
3	14475478	5	147	Unknown	right:5
3	14475503	20	147	Unknown	left:15, both:5
3	14475617	10	99	Unknown	left:10
3	14475651	10	83	Unknown	right:10
3	14475675	10	99	Unknown	left:10
3	14475774	5	163	Unknown	right:5
3	14475781	5	99	Unknown	right:5
3	14475800	30	163	Forward	left:30
3	14475923	35	147	Forward	left:30, both:5
3	14475956	5	163	Unknown	right:5
3	14476037	5	83	Unknown	left:5
3	14476102	10	163	Unknown	right:10
3	14476179	10	99	Unknown	left:10
3	14476221	25	147	Uncertain or multiple	right:25
3	14476239	5	147	Unknown	right:5
3	14476259	5	65	Unknown	right:5
3	14476271	5	99	Unknown	right:5
3	14476280	10	83	Unknown	right:10
3	14476294	5	129	Unknown	right:5
3	14476356	5	163	Unknown	left:5
3	14476391	5	147	Unknown	right:5
3	14476407	5	163	Unknown	right:5
3	14476452	10	163	Unknown	left:10
3	14476491	5	83	Unknown	left:5
3	14476498	5	83	Unknown	right:5
3	14476525	20	163	Forward	right:10, both:10
3	14476549	10	129	Unknown	right:10
3	14476555	5	65	Unknown	right:5
3	14476656	110	129	Forward	left:80, both:10, right:20
3	14476705	5	83	Unknown	right:5
3	14476823	55	65	Uncertain or multiple	both:55
3	14479145	5	83	Unknown	right:5
3	14480797	5	83	Unknown	left:5
3	14484791	5	99	Unknown	left:5
3	14486249	5	83	Unknown	right:5
3	14486672	5	83	Unknown	left:5
3	14493885	10	99	Reverse	right:5, left:5
3	14494844	5	129	Unknown	right:5
3	14496366	10	97	Unknown	right:10
3	14502687	5	99	Unknown	left:5
3	14506544	10	147	Reverse	left:5, right:5
3	14506801	5	147	Unknown	left:5
3	14506848	5	99	Unknown	left:5
3	14508703	10	65	Unknown	right:10
3	14509182	10	83	Forward	left:5, right:5
3	14511217	5	83	Unknown	right:5
3	14515643	5	163	Unknown	right:5
3	14517709	5	83	Unknown	right:5
3	14517715	10	163	Unknown	right:10
3	14517735	5	99	Unknown	right:5
3	14517804	40	163	Reverse	left:40
3	14524249	10	147	Reverse	left:5, right:5
3	14525477	10	99	Reverse	right:5, left:5
3	14527872	10	83	Forward	left:5, right:5
3	14528462	10	99	Reverse	right:5, left:5
3	14529475	10	163	Forward	right:5, left:5
3	14533566	5	83	Unknown	right:5
3	14542389	10	147	Unknown	right:10
3	14542526	10	83	Unknown	right:10
3	14549458	15	99	Unknown	left:15
3	14551027	15	99	Unknown	left:15
3	14552329	10	163	Forward	right:5, left:5
3	14556094	5	99	Unknown	right:5
3	14556102	5	99	Unknown	right:5
3	14557265	10	83	Unknown	right:10
3	14559595	5	99	Unknown	left:5
3	14560102	5	147	Unknown	right:5
3	14560898	5	147	Unknown	right:5
3	14562582	5	99	Unknown	left:5
3	14564234	5	163	Unknown	left:5
3	14564253	10	99	Reverse	right:5, left:5
3	14564311	5	83	Unknown	right:5
3	14564319	5	147	Unknown	right:5
3	14565976	5	83	Unknown	right:5
3	14566189	5	83	Unknown	right:5
3	14568018	5	99	Unknown	left:5
3	14569930	5	163	Unknown	right:5
3	14573169	25	163	Unknown	left:25
3	14573206	5	177	Unknown	right:5
3	14578628	15	113	Unknown	left:15
3	14581817	5	83	Unknown	right:5
3	14582878	10	163	Forward	right:5, both:5
3	14583210	10	83	Unknown	right:10
3	14584297	5	147	Unknown	left:5
3	14584531	5	83	Unknown	left:5
3	14585975	10	99	Reverse	right:5, left:5
3	14586028	5	163	Unknown	both:5
3	14586131	5	81	Unknown	both:5
3	14586144	5	99	Unknown	left:5
3	14586151	5	83	Unknown	right:5
3	14586178	15	163	Unknown	right:15
3	14586215	20	83	Reverse	left:15, both:5
3	14586244	10	163	Unknown	both:10
3	14586260	10	99	Reverse	left:10
3	14586282	15	99	Unknown	left:15
3	14586325	5	163	Unknown	left:5
3	14586360	10	99	Unknown	left:10
3	14586389	20	83	Forward	right:20
3	14586477	5	99	Unknown	right:5
3	14586532	15	99	Unknown	both:15
3	14586644	115	65	Forward	left:115
3	14586657	5	147	Unknown	right:5
3	14586679	5	129	Unknown	right:5
3	14586696	10	147	Unknown	right:10
3	14586881	25	163	Forward	both:15, left:10
3	14586908	5	177	Unknown	right:5
3	14586928	20	177	Unknown	right:20
3	14586943	5	99	Unknown	right:5
3	14586982	45	163	Uncertain or multiple	both:45
3	14586988	5	83	Unknown	right:5
3	14586995	5	163	Unknown	right:5
3	14587074	105	163	Forward	left:80, both:25
3	14587081	5	83	Unknown	right:5
3	14587089	5	83	Unknown	right:5
3	14587100	20	83	Uncertain or multiple	both:10, right:10
3	14587120	5	99	Unknown	right:5
3	14587178	5	99	Unknown	right:5
3	14587233	35	83	Forward	both:30, left:5
3	14587258	15	147	Unknown	left:15
3	14587272	10	163	Uncertain or multiple	left:5, both:5
3	14587299	15	83	Unknown	both:15
3	14587307	5	99	Unknown	both:5
3	14587316	15	163	Unknown	both:15
3	14587333	10	99	Reverse	left:10
3	14587357	5	147	Unknown	left:5
3	14587401	15	163	Unknown	right:15
3	14587416	15	163	Forward	right:15
3	14587440	10	147	Unknown	right:10
3	14587449	20	147	Forward	right:20
3	14587472	5	147	Unknown	right:5
3	14587546	20	147	Reverse	right:20
3	14587552	85	147	Reverse	left:65, both:15, right:5
3	14587573	30	163	Forward	right:30
3	14587587	45	137	Unknown	right:45
